Name,Type,Climate,Terrain,Frequency,Organization,Activity Cycle,Diet,Intelligence,% in Lair,Treasure,Alignment,No. Appearing,AC,Movement,HD,Thac0,No. Attacks,Damage,Special Attack,Special Defence,MR,Size,Morale,Psionic Ability,A/D Modees,Level,XP,Source,Edition
Wolfwere,Monstrous Humanoid,N/A,Forests,Rare,Solitary,Any,Carnivore,High to Exceptional (13-16),N/A,"B, 50% of S,T",CE,1-3,3,15,5+1,15,1 or 2,2-12 and weapon,Singing brings on Lethargy,Iron or +1 to hit,10%,M (4-7'),14,Nil,Nil,N/A,1400,TSR 2140 - Monstrous Manual (Second Edition),2e
Wolfwere - Greater,Humanoid,Any,Forests,Very Rare,Solitary,Any (Night),Carnivore,Exceptional (15-16),N/A,20% U (B),NE,1-4,2,18,8+2,13,1 to 3,"2-16, 1-6(x2)/2-12, or 2-12/weapon+6",Special,Special,50%,M to L (4-9'),15,Nil,Nil,N/A,8000,"TSR 2162 - Monstrous Compendium, Ravenloft Appendix I & II",2e
Wolverine,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Semi (2-4),15%,Nil,N(E),1,5,12,3,N/A,3,1-4(x2)/2-5,Musk,Nil,Standard,S,N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Wolverine - Giant,Animal,N/A,N/A,Rare,N/A,N/A,N/A,Semi (2-4),15%,Nil,N(E),1,4,15,4+4,N/A,3,2-5(x2)/2-8,Musk,Nil,Standard,M,N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Wooly Mammoth - Blink,Magical Beast,Subarctic,Plains,Very Rare,Herd,Day,Herbivore,Semi (2-4),N/A,Tusks (good luck!),N,1-12,5,12,15,5,5,2-16(x2)/2-12(x3),Blinking,Nil,Standard,L (14'),14,Nil,Nil,N/A,12000,Dragon156,2e
Worm - Bookworm,Animal,Any,Books,Rare,Solitary,Any,Books,Non (0),N/A,Nil,N,1-2 (10-40),2,"12, Br 3",1/4,Nil,0,0,Nil,Camouflage,Nil,"T (1"")",2-4,Nil,Nil,N/A,15,TSR 2140 - Monstrous Manual (Second Edition),2e
Worm - Bristle - Diopatra,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),98%,Special (jaws),N,5-50,8,"Sw 9, Br 3",2 to 10,N/A,1,1-4 or 1-8,Grasping (1-6 damage); Surprise on 1-4 from tunnel,Nil,Standard,L (12-25'),N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Bristle - Eunice,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),98%,Special (jaws),N,5-50,8,"Sw 9, Br 3",2 to 16,N/A,1,1-4 or 1-8,Grasping (1-6 damage); Surprise on 1-4 from tunnel,Nil,Standard,L (12-25'),N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Bristle - Eurythoe,Vermin,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-6,9,Sw 3,2 to 8,N/A,1,1-2,Poison,Nil,Standard,L (5-7'),N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Bristle - Glycera,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),95%,Nil,N,1-3,6,"Sw 9, Br 3",2 to 8,N/A,1,1-3 hp,Poison,Nil,Standard,L (10-20'),N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Bristle - Lumbrineris,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),98%,Special (jaws),N,5-50,8,"Sw 9, Br 3",2 to 10,N/A,1,1-4 or 1-8,Grasping (1-6 damage); Surprise on 1-4 from tunnel,Nil,Standard,L (20-30'),N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Bristle - Nereis,Vermin,N/A,N/A,Common,N/A,N/A,N/A,Non (0),95%,Nil,N,2-12,9,"Sw 9, Br 3",1 to 4,N/A,1,1-4 or 1-6,Nil,Withdraw into lair,Standard,L (5-10'),N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Bristle - Pectinaria,Vermin,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Special,N,2-20,2,Sw 1,2 to 6,N/A,Nil,Nil,Nil,Nil,Standard,M,N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Bristle - Sabella,Vermin,N/A,N/A,Common,N/A,N/A,N/A,Non (0),100%,Nil,N,2-20,8,Nil,2 to 4,N/A,Nil,Nil,Nil,Nil,Standard,M (5-7'),N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Bristle - Terebella,Vermin,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),100%,Special,N,1-10,8,Nil,3 to 10,N/A,Nil,Nil,Nil,Nil,Standard,L,N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Bristle - Vanadis,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),0%,Nil,N,1-12,6,Sw 12 to 15,2 to 8,N/A,1,Special,Swallow whole; Continuous damage,Bristles,Standard,L (10-20'),N/A,Nil,Nil,???,???,Dragon133,1e
Worm - Caecillia,Vermin,Non-Arctic,Any,Rare,Solitary,Any,Carnivore,Non (0),N/A,B,N,1,6,"6, Br 3",6,15,1,1-8,Swallow,Nil,Nil,G (30'),13,Nil,Nil,N/A,650,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Worm - Chomper,Vermin,N/A,N/A,N/A,N/A,N/A,N/A,Animal (1),N/A,Nil,N,Unlisted,5,9,9,12,2,2-16/1-4,Paralysis poison; Swallow whole,Nil,Standard,L (20-30'),N/A,Nil,Nil,N/A,N/A,Polyhedron026,1e
Worm - Chomper,Vermin,N/A,N/A,N/A,N/A,N/A,N/A,Animal (1),N/A,Nil,N,Unlisted,5,9,9,12,2,2-16/1-4,Tail Sting (Paralysis); Swallow whole (small only),Nil,Standard,L (20-30'),N/A,Nil,Nil,N/A,N/A,TSR 9187 - I11 - Needle,1e
Worm - Fyrsnaca,Magical Beast,Any,Subterranean,Very Rare,Solitary,Any,Minerals,Low (5-7),N/A,R,CN,1-2,5,"6, Br 3",10,11,1,1-8,Fiery Breath,Nil,Nil,G (70'),13,Nil,Nil,N/A,2000,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Worm - Giant,Vermin,Any,"Damp, dark places",Uncommon,Solitary,Any,Carnivore,Animal (1),N/A,Nil,N,2-12,10,6,1,19,1,1-4,Mild Poison,Nil,Nil,S (3'),8-10,Nil,Nil,N/A,35,TSR 9305 - LNA2 - Nehwon,2e
Worm - Giant Bloodworm,Animal,Any,Subterranean Pools,Rare,Solitary,Any,Hemativore (Blood),Non (0),N/A,Q,N,1-4,4,"6, Br 1",6,15,1,1-8,Blood drain,Nil,Nil,H (20'),17-18,Nil,Nil,N/A,420,TSR 2140 - Monstrous Manual (Second Edition),2e
Worm - Giant Orm,Animal,Any,Oceans,Uncommon,Solitary,Any,Carnivore,Animal (1),N/A,Nil,N,1-2,7,"3, Sw 15",20,5,1,3-30,Nil,Poisonous secretions,Nil,G (100'),12,Nil,Nil,N/A,14000,Dragon190,2e
Worm - Glitterworm,Vermin,Any,Subterranean,Very Rare,Solitary,Any,Omnivore,Animal (1),N/A,Nil,N,1,-1,12,18,5,1,2-20,Acid jet; Camouflage,Immune to acid and earth-based attacks,Nil,G (30'),19,Nil,Nil,N/A,16000,Dragon267,2e
Worm - Great Annelid,Vermin,Any,Subterranean,Very Rare,Solitary,Any,Minerals,Non (0),N/A,Nil,N,1,7,"30, Br 24",25-50,3,1,3-18,Swallow,Immune to heat and pressure,Nil,G (1000'+),16,Nil,Nil,N/A,16000,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Worm - Leviathan - Desert,Vermin,Any,Deserts,Very Rare,Solitary,Any,Omnivore,Non (0),N/A,Nil,N,1,2,Br 24,60,1,1,3-36,Swallow,Special,Nil,G (500'),19,Nil,Nil,N/A,20000,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Worm - Leviathat - Marine,Vermin,Any,Oceans,Very Rare,Solitary,Any,Omnivore,Non (0),N/A,Nil,N,1,4,Sw 24,70,1,1,4-40,Swallow; Whirlpool,Special,Nil,G (650'),18,Nil,Nil,N/A,25000,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Worm - Light,Magical Beast,N/A,N/A,Very Rare,N/A,N/A,N/A,Semi (2-4),40%,"I,Y",N,1 (1-3),6,6,4,N/A,1,1-6,Special,Special,75%,L (7-10'),N/A,Nil,Nil,???,???,Dragon061,1e
Worm - Lukhorn,Monster,Underdark,Any,Very Rare,Solitary,Any,Carnivore,Semi (2-4),N/A,Incidental,N,1,3 (5),"9, Br 9",10,11,1,Special,Digestive Acid; Sonic Screech,Camouflage,Nil,H (100'),8-10,Nil,Nil,N/A,3000,"TSR 2173 - Monstrous Compendium Annual, Volume Four",2e
Worm - Lukhorn,Monster,Underdark,Subterranean,Very Rare,Solitary,Any,Carnivore,Semi (2-4),N/A,Incidental,N,1,3/5 (interior),"9, Br 9",10,11,1,Special,Digestive Acid; Sonic Screech,"Camouflage, Special",Nil,"H (15' diameter, 20' long)",8-10,Nil,Nil,N/A,6000,Dragon Annual 1 1996,2e
Worm - Purple,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),30%,"B,Q(x5),X",N,1-2,6,9,15,N/A,2,2-24/2-8,Special,Nil,Standard,L (50'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Worm - Purple,Monster,Any,Subterranean,Rare,Solitary,Any,Carnivore,Non (0),N/A,"(B,Qx5,X)",N,1,6,"9, Br 9",15,5,2,2-24/2-20,Special,Nil,Nil,G (25'),12,Nil,Nil,N/A,13000,TSR 2140 - Monstrous Manual (Second Edition),2e
Worm - Red Worm,Vermin,Any,Subterranean,Rare,Brood,Any,Carnivore,Animal (1),N/A,Q,CN,2-12,7,"9, Br 3",2+2,19,1,1-4,Poison,Nil,Nil,L (10'),15,Nil,Nil,N/A,650,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Worm - Rot Grub,Animal,Any,Refuse,Uncommon,Swarm,Any,Scavenger,Non (0),N/A,Nil,N,5-20,9,"1, Br 0",1/8,Nil,0,0,Special,Nil,Nil,"T (1/2-2"")",5,Nil,Nil,N/A,15,TSR 2140 - Monstrous Manual (Second Edition),2e
Worm - Slime Worm,Vermin,Any,Subterranean,Very Rare,Solitary,Any,Carnivore,Non (0),N/A,D,N,1,5,6,10,11,1,2-12,Swallow,Nil,Nil,G (30'),10,Nil,Nil,N/A,2000,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Worm - Spaceworm,Vermin,Space,Any,Common,Pack,Any,Omnivore,Low (5-7),N/A,"J,K,L,N,Q,V (2 each)",CN,4-48,7,"3, Fl 17 (A)",1-1,15 (20),1,2-5 or 1-2,Continuous damage unless dislodged; Attack eyes,Immune to poison and disease,Nil,S (3') or T (1'),10,Nil,Nil,N/A,65,TSR 9280 - SJR1 - Spelljammer: The Lost Ships,2e
Worm - Tenebrous,Magical Beast,N/A,N/A,Rare,N/A,N/A,N/A,Animal (1),0%,Nil,N,1,1,1,10,N/A,1,2-20,Acid,Poison bristles,Standard,M (6'),N/A,Nil,Nil,VII,2400+20,TSR 2016 - Monster Manual II (First Edition),1e
Worm - Thunderherder,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Semi (2-4),5%,Nil,N,10-100 (or more),3,20,7,N/A,1,Nil,Earthquake,Nil,Standard,L,N/A,Nil,Nil,???,???,TSR 9052 - I3 - Pharoah,1e
Worm - Tunnel,Vermin,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),75%,"M,N,Qx2",N,1-6,4,6,9+3,N/A,1,2-16,Lunge at +2 to hit,Nil,Standard,L (30'),N/A,Nil,Nil,VII,1350+14,TSR 2016 - Monster Manual II (First Edition),1e
Worm - Urkhan,Vermin,Any,Any,Uncommon,Solitary,Any,Carnivore,Non (0),N/A,Nil,N,1,2,6,8,13,1,1-8,Nil,Nil,Nil,L,18-20,Nil,Nil,N/A,650,TSR 1086 - Dwarven Kingdoms of Krynn,2e
Worry-Wart,Monster,Any,Any,Very Rare,Solitary,Any,Nil,Very (11-12),N/A,Nil,N,1,0,Fl 6 (A) or 0,N/A,Nil,Nil,Nil,Nil,Constant vigilance,Nil,T,Nil,Nil,Nil,N/A,420,Dragon259,2e
Wraith,Undead,Any,N/A,Uncommon,N/A,N/A,N/A,Very (11-12),25%,E,LE,2-12,4,"12, Fl 24",5+3,N/A,1,1-6,Energy drain,+1 or silver to hit,Special,M,N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Wraith,Undead,N/A,Any,Uncommon,Pack,Night,Special,Very (11-12),N/A,E,LE,2-12,4,"12, Fl 24 (B)",5+3,15,1,1-6,Energy drain,Silver or +1 to hit,Nil,M (6'),15,Nil,Nil,N/A,2000,TSR 2140 - Monstrous Manual (Second Edition),2e
Wraith - Athasian,Undead,Any,Any,Rare,Solitary,Any,Nil,Average to High (8-14),N/A,R,NE,1 (1-4),2,9,7+3,14,1 or 3/2,1-4 or by weapon,Animate object; Inhabit body; Chill touch,+2 to hit,Nil,M (6'),13-14,Nil,Nil,N/A,2000,"TSR 2433 - Monstrous Compendium, Dark Sun Appendix II",2e
Wraith - Desert,Undead,Subtropical,Deserts,Rare,Solitary or Group,Night,Life Energy,Low (5-7),N/A,Nil,CE,1-3,4,9 or 18,6+3,13,1,1-4 or 1-6,Energy drain,+1 to hit,30%,M,13-14,Nil,Nil,N/A,2000,TSR 9274 - Old Empires,2e
Wraith - King-wraith,Undead,Any,Subterranean,Very Rare,Solitary,Night,Living Beings,Genius (17),N/A,50% H,LE,1,-5,"12, Fl 36 (if riding)",15+27 (95 hp),-1,2 or 1,11-18,Energy drain gaze; Wraith control; Spellcasting; Magical items,Immune to some weapons and spells,20%,M (6-7'),15-16,Nil,Nil,N/A,32000,Dragon198,2e
Wraith - Shimmering,Outsider,Any,Any,Very Rare,Special,Any,Nil,Non (0),N/A,Nil,N,Special ,4,12,4,17,1,1-6,Shadow chill,"Immune to cold, electricity, turning, and dispel magic",Nil,M (5-6'),Special,Nil,Nil,N/A,175,"TSR 2145 - Monstrous Compendium Annual, Volume One",2e
Wraith - Snow (Arayashka),Undead,Arctic,Any,Very Rare,Solitary,Blizzards,Special,Average (8-10),N/A,C,NE,1-6,3,9,5,15,1,2-7,Chilling touch,Special,Nil,M (6'),17,Nil,Nil,N/A,175,TSR 9419 - Dark of the Moon,2e
Wraith - Soul Beckoner,Undead,Any,Subterranean,Rare,Solitary,Any,Life Energy,High (13-14),N/A,E,NE,1,2,6,4 (or more),17 (or better),2,1-6(x2),Eerie whisper,+1 to hit,Nil,M (6'),15-16,Nil,Nil,N/A,Variable,"TSR 2107 - Monstrous Compendium, Greyhawk Adventures Appendix",2e
Wraith - Swordwraith,Undead,Any,Battle Site,Rare,Military Unit,Night,Nil,Average (8-10),N/A,Incidental,LE,2-8,3,9,7,13,3/2 (as F7),1-10,Strength drain,+2 to hit,Nil,M (6'),19-20,Nil,Nil,N/A,650,"TSR 2107 - Monstrous Compendium, Greyhawk Adventures Appendix",2e
Wraithworm,Outsider,Any,Deserts and Wastelands,Uncommon,Solitary,Day,Carnivore,Animal (1),N/A,Nil,N,1,5,9,5+3,15,1,1-8,Level Drain; Poison,Wraithform,30%,M (10'),8-10,Nil,Nil,N/A,3000,TSR 2613 - Monstrous Compendium - Planescape Appendix II,2e
Wryback,Monstrous Humanoid,Any,Any,Rare,Pack,Night,Omnivore,Low (5-7),N/A,"O,P,Q",CE,2-7,5,15,3,17,2,1-3(x2),Special,Special,Special,S (3'),10,Nil,Nil,N/A,175,"TSR 2109 - Monstrous Compendium, Spelljammer Appendix",2e
Wurmling,Monster,Hot,Any,Very Rare,Patron,Any,Omnivore,Exceptional (15-16),N/A,"A,D",LE,1,5,"24, Br 3",10 to 15,11 to 5,2,2-16/1-8,Roll over; Legacies,Spell immunities,2% per HD,H (30-45'),17-18,Nil,Nil,N/A,5000 +1000 HD over 10,"TSR 2524 - Monstrous Compendium, Savage Coast Appendix",2e
Wyndlass,Monster,Temperate,Forests and Swamps,Very Rare,Solitary,Any,Carnivore,Low (5-7),N/A,Z,N,1,3,3,12,9,11,1-10(x10)/1-4,Surprise,Nil,Nil,H (20'),15-16,Nil,Nil,N/A,5000,"TSR 2105 - Monstrous Compendium, Dragonlance",2e
Wynzet,Animal,Any,Forests,Very Rare,Solitary,Any,Carnivore,Animal (1),N/A,"J,K,L,M,N",N,1,7,12,1,19,1,1-3,Bite legacy (1-8),Nil,Nil,T (1-2'),11-12,Nil,Nil,N/A,120,"TSR 2524 - Monstrous Compendium, Savage Coast Appendix",2e
Wyrd - Greater,Undead,Any,Forests and Ruins,Very Rare,Solitary,Night,Nil,Average (8-10),N/A,B,CE,1-2,0,"12, Fl 24 (B)",8,13,2,1-10(x2),Paralysis; Chill,+1 or silver to hit; Special,Nil,M (6'),20,Nil,Nil,N/A,5000,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Wyrd - Lesser,Undead,Any,Forests and Ruins,Rare,Solitary,Night,Nil,Low (5-7),N/A,B,CE,1-6,4,12,4,17,2,1-6(x2),Nil,+1 or silver to hit; Special,Nil,M (6'),20,Nil,Nil,N/A,420,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Wyrm - Albino,Dragon,Any,Underdark,Rare,Family,Any,Carnivore,High (13-14),N/A,"I,U",NE,1-3,4 (base),"15, Br 3",7 (base),13 (base),3,1-4(x2)/6-36,Breath weapon (cone of cold); Swallow whole; Tail,Immune to cold,Standard,G (10' base),8-10,Nil,Nil,N/A,1400 to 22000,Dragon227,2e
Wyrm - Great,Dragon,N/A,N/A,Very Rare,N/A,N/A,N/A,Very (11-12),45%,"H,Z",NE,1,-1,15,13 to 15,N/A,3,4-24(x2)/4-40,Breath weapon,Regeneration; Detect invisible,5%,L (60'),N/A,Nil,Nil,IX to X,9200+18 to 12200+20,Dragon094,1e
Wyrm - Swamp,Dragon,Subarctic to Subtropical,Lakes and Swamps,Rare,Solitary,Any,Carnivore,Low (5-7),N/A,G,NE,1 (10% or 2),4,"9, Sw 15",8,13,1 or 2,4-16 or 4-16/2-16,Breath weapon (cone of fire or frost); Constriction; Surprise,Half damage from fire or frost,Nil,G (30-40'),12,Nil,Nil,N/A,5000,Dragon182,2e
Wyste,Monster,Far Realm Gate,Any,Very Rare,School,Any,Carnivore,Non (0),N/A,Nil,NE,2-8,2,"3, Sw 15",5+5,15,4,2-5(x4),Drowning,Nil,Nil,H (25'),12,Nil,Nil,N/A,975,"TSR 2173 - Monstrous Compendium Annual, Volume Four",2e
Wyvern,Dragon,N/A,N/A,Uncommon,N/A,N/A,N/A,Low (5-7),30%,E,N(E),1-6,3,"6, Fl 24",7+7,N/A,2,2-16/1-6,Poison,Nil,Standard,L (35'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Wyvern,Dragon,Temperate ,"Forests, Jungles, and Mountains",Uncommon,Solitary,Dusk and Dawn,Carnivore,Low (5-7),N/A,E,N(E),1-6,3,"6, Fl 24 (E)",7+7,13,2,2-16/1-6,Poison,Nil,Nil,G (35'),14,Nil,Nil,N/A,1400,TSR 2140 - Monstrous Manual (Second Edition),2e
Wyvern - Bloodstinger,Dragon,Temperate or Subtropical,"Mountains, Forests, and Jungles",Very Rare,Solitary,Day,Carnivore,Animal (1),N/A,Incidental,N,1,3,"18, Fl 24 (D)",5,15,2,2-8/1-4,Poison,Nil,Nil,H (15'),14,Nil,Nil,N/A,650,Dragon251,2e
Wyvern Drake,Dragon,Temperate,Forests and Mountains,Very Rare,Solitary,Dusk and Dawn,Carnivore,Average (8-10),N/A,(E),E,1-3,2 to -3,"6, Fl 24 (E)",8+7,11,2,2-20/1-8,Breath weapon; Poison; Surprise; Bombing,Immune to element of dragon type,Nil,G (45'),13-14,Nil,Nil,N/A,9000 to 10000,TSR 9547 - Cult of the Dragon,2e
Xador's Fluid,Ooze,N/A,N/A,Rare,N/A,N/A,N/A,Animal (1),100%,Nil,N,1,3,6,6,N/A,1,1 hp/turn,Entrapment; Suffocation,Nil,Standard,S-L (3-18 sqft),N/A,Nil,Nil,V,400+6,Dragon127,1e
Xag-Ya/Xeg-Yi,Outsider,Energy Planes,N/A,Very Rare,N/A,N/A,N/A,High (13-14),0%,Nil,N,1,0,6,5 to 8,N/A,1,7-12,Energy blast or drain,+1 to hit,15%,M,N/A,130-180,All/All,VIII,1100+10,TSR 2016 - Monster Manual II (First Edition),1e
Xag-Ya/Xeg-Yi,Outsider,N/A,Any,Uncommon,Solitary,Any,Energy,High (13-14),N/A,Nil,N,1,0,Fl 6 (B),5 to 8,15 to 13,1,7-12 ,Energy blast; Drain,Special,15%,M (4'),11,Nil,Nil,N/A,5000 to 8000,TSR 2635 - Monstrous Compendium - Planescape Appendix III,2e
Xantravar,Monster,N/A,N/A,Rare,N/A,N/A,N/A,Low (5-7),0%,Nil,N,1-4,6,"Fl 16 (A), Sw 14",3+3,N/A,2,1-4(x2),Poison; Blood drain,Nil,Special,L (6-7'),N/A,Nil,Nil,???,???,Dragon140,1e
Xantravar (Stinging Horror),Monster,Any,Ocean Coasts and Swamps,Rare,Solitary or Hunting Group,Any,Hemativore (Blood),Low (5-7),N/A,Nil,NE,1 (1-4),6,"Fl 15 (A), Sw 12",3+3,17,2,1-4(x2),Poison; Blood drain,Spell immunities,Nil,L,13-14,Nil,Nil,N/A,975,"TSR 2145 - Monstrous Compendium Annual, Volume One",2e
Xaren,Outsider,N/A,N/A,Very Rare,N/A,N/A,N/A,Average (8-10),70%,Special,N,1-4,1,9,5+5,N/A,4,1-3(x3)/4-16,Surprise on 1-5,Immune to fire and cold,Standard,M (4'),N/A,Nil,Nil,III,55+8,TSR 2016 - Monster Manual II (First Edition),1e
Xathanon,Dragon,Positive Energy Plane (or prime),Any,Unique,Solitary,Any,Nil,Genius (18),N/A,Incidental,NG,1,-10 (-6),"Infinite (12, Fl 24 (C))",18 (154 hp),1,4 + special or 1,3-12(x2)/5-30/3-24 or 7-70,Breath weapon; Destroy undead,Healing; Plane shift,90%,G (165'),20,Nil,Nil,N/A,38000,Dragon260,2e
Xaver,Monster,N/A,N/A,Very Rare,N/A,N/A,N/A,Average to High (8-14),Special,Special,N,1-4,2,9,2+4,N/A,1,2-5,Metal corrosion,"Immune to metals, poisons, heat, and electricity",45%,S-M (3-6'),N/A,Nil,Nil,IV,175+3,Dragon094,1e
Xaver,Monster,Any,Land,Very Rare,Solitary or Family,Any,Ferrous metals,Average to High (8-14),N/A,Special,LN,1-4,2,"9, Jp 3",3,17,1,2-5,Metal corrosion,Special,45%,S-M (3-6'),13-14,Nil,Nil,N/A,270,"TSR 2145 - Monstrous Compendium Annual, Volume One",2e
Xerichou,Monster,Any,Dry Land,Uncommon,Solitary,Day,Omnivore,Average (8-10),N/A,Nil,N,6-36,5,"9, Fl 15",3,17,2,2-8,Special,Special,Nil,S (1'),11-12,35,"MT,PsC/MB,TS",N/A,270,"TSR 2433 - Monstrous Compendium, Dark Sun Appendix II",2e
Xill,Monster,Ethereal or Inner Planes,N/A,Very Rare,N/A,N/A,N/A,Very (11-12),15%,C,LE,1-6,0,15,5,N/A,4,1-4(x4) or by weapon,Special,Special,70%,M,N/A,Nil,Nil,V,325+5,TSR 2012 - Fiend Folio (First Edition),1e
Xill,Outsider,Ethereal Plane,Land,Very Rare,Clan,Any,Omnivore,Very (11-12),N/A,C,LE,1-6,0,15,8,12 (10 with missiles),4,1-4(x4) or by weapon,Paralysis; Subdual; Special,Etherealness; Special,70%,M (4'),15,Nil,Nil,N/A,3000,"TSR 2132 - Monstrous Compendium, Fiend Folio",2e
Xill,Outsider,N/A,Any,Uncommon,Clan,Any,Omnivore,Very (11-12),N/A,"C,G,C",LE,1-6,0,15,5,15 (13 with missiles),4,1-4(x4) or by weapon,Paralysis; Clerical Spells,Special,70%,M (4-5'),15,Nil,Nil,N/A,3000,TSR 2635 - Monstrous Compendium - Planescape Appendix III,2e
Xixchil,Monster,Any,Any,Uncommon,Solitary or Tribe,Diurnal,Carnivore,Average to Genius (8-18),N/A,W,Any,1-3,Special,12,1+1,19,1 (3),2-12(x2)/1-4 or by weapon,Poison bite,Nil,Nil,M (5'),13-14,Nil,Nil,N/A,Varies,"TSR 2119 - Monstrous Compendium, Spelljammer Appendix II",2e
Xorn,Outsider,Any,N/A,Very Rare,N/A,N/A,N/A,Average (8-10),40%,"O,P,Qx5,X,Y",N,1-4,-2,9,7+7,N/A,4,1-3(x3)/6-24,Surprise on a 1-5,Special,Standard,M (5'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Xorn,Outsider,N/A,Subterranean,Very Rare,Solitary,Any,Minerals,Average (8-10),N/A,"O,P,Q(x5),X,Y",N,1-4,-2,"9, Br 9",7+7,13,4,1-3(x3)/6-24,Surprise,Spell Immunities,Nil,M (5'),16,Nil,Nil,N/A,4000,TSR 2140 - Monstrous Manual (Second Edition),2e
Xorn - Xaren,Outsider,Any,Subterranean,Very Rare,Solitary,Any,Minerals and Magical Metal,Average (8-10),N/A,"O,P,X,Y",N,1,1,"9, Br 3",5+5,13,4,1-3(x3)/4-16,Surprise,Spell Immunities,Nil,M (4'),16,Nil,Nil,N/A,3000,TSR 2140 - Monstrous Manual (Second Edition),2e
Xvart,Humanoid,N/A,N/A,Uncommon,N/A,N/A,N/A,Average (8-10),40%,K,CE,40-400,7,6,1-1,N/A,1,2-5 or by weapon,Nil,Nil,Standard,S (3'),N/A,Nil,Nil,I,5+1,TSR 2012 - Fiend Folio (First Edition),1e
Xvart,Humanoid,Temperate to Arctic,Land,Uncommon,Tribe,Any,Omnivore,Average (8-10),N/A,K,CE,40-400,7,6,1-1,20,1,2-5 or by weapon,Nil,Nil,Nil,S (3'),8-10,Nil,Nil,N/A,15 to 35,"TSR 2132 - Monstrous Compendium, Fiend Folio",2e
Yaggol (Mind Flayer),Monster,Any,Jungles,Very Rare,Tribe,Night,Carnivore,Low (5-7),N/A,U (B),LE,1-6,4,12,9,11,6,"5-10(x2), Special",Mind Blast,Camouflage,50%,M (7'),15,Nil,Nil,N/A,4000,"TSR 2105 - Monstrous Compendium, Dragonlance",2e
Yahoo,Humanoid,Any,Any,Very Rare,Group,Any,Omnivore,High (13-14),N/A,Nil,CN(E),1-10,7,"10, Cl 16",3,17,1,1-3,Thrown filth,Nil,Nil,L,2-4,Nil,Nil,N/A,65,Polyhedron106,2e
Yak-Man (Yikaria),Monstrous Humanoid,Any,Mountains,Very Rare,Priesthood,Day,Omnivore,Average to Genius (8-18),N/A,P (D),NE,1 (1-4),4,9,5,15,1,1-10 or by weapon,Special,Special,10%,L (8'),13-14,Nil,Nil,N/A,1400 (Leader: 2000),"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Yale,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Animal (1),0%,Nil,N,1-8,7,24,3+3,N/A,2,1-8(x2) or 1-4(x2),Nil,Nil,Standard,L,N/A,Nil,Nil,III,60+4,Dragon101,1e
Yale,Magical Beast,Temperate,Woods,Very Rare,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,1-12,7,24,3,17,2,1-8(x2),Nil,Nil,Nil,L,10,Nil,Nil,N/A,120,Dragon199,2e
Yellow Musk Creeper,Plant,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),100%,Any,N,1,7,0,3,N/A,2-12,Special,Nil,Nil,Standard,L,N/A,Nil,Nil,III,65+3,TSR 2012 - Fiend Folio (First Edition),1e
